"","source","target","mor"
"38941","REL","STAT4",1
"38942","REL","TNFRSF10D",1
"38943","REL","CLSPN",1
"38944","REL","CCL4",1
"38945","REL","IL3",1
"38946","REL","TERT",1
"38947","REL","IL15",-1
"38948","RELA","EIF2AK2",1
"38949","RELA","SMAD7",1
"38950","RELA","JUN",1
"38951","RELA","CASP8",-1
"38952","RELA","FOSL1",1
"38953","RELA","CAV1",1
"38954","RELA","CYBB",1
"38955","RELA","CYBA",1
"38956","RELA","PGF",1
"38957","RELA","GALK1",1
"38958","RELA","CYP1A2",-1
"38959","RELA","SNAI2",1
"38960","RELA","P2RY2",1
"38961","RELB","AHR",1
"38962","RELB","SOD2",1
"38963","RELB","CD80",1
"38964","RELB","CD86",1
"38965","RELB","BCL2",1
"38966","REST","SNAP25",-1
"38967","REST","SYT4",-1
"38968","REST","ADCYAP1",-1
"38969","REST","MAD2L1",1
"38970","RFX4","TFF1",1
"38971","RFX4","ESR1",1
"38972","RORA","ICAM1",-1
"38973","RORA","VCAM1",-1
"38974","RORA","CEBPA",-1
"38975","RORA","OPN1MW",1
"38976","RORA","NR1H3",-1
"38977","RORA","CCR6",1
"38978","RORA","DMP1",1
"38979","RORA","GRIA1",-1
"38980","RORA","IBSP",1
"38981","RORA","ITGB4",-1
"38982","RORC","BCL2L1",1
"38983","RORC","CCR6",1
"38984","RUNX1","KDR",-1
"38985","RUNX1","FLT3",-1
"38986","RUNX1","CD160",1
"38987","RUNX1","SOX5",1
"38988","RUNX1","CD69",1
"38989","RUNX1","SOX6",1
"38990","RUNX1","CBX2",-1
"38991","RUNX2","PTHLH",1
"38992","RUNX2","AKT1",1
"38993","GLI1","RUNX2",1
"38994","RUNX2","GLI1",1
"38995","RUNX2","INS",-1
"38996","RUNX2","SHH",1
"38997","RUNX2","RGS2",1
"38998","RUNX2","IL11",1
"38999","RUNX2","IL1B",1
"39000","RUNX2","SPOCK1",-1
"39001","RUNX2","RARA",1
"39002","RUNX2","HPSE",1
"39003","RUNX2","SDC4",1
"39004","RUNX2","TSHR",-1
"39005","RUNX2","PTCH1",1
"39006","RUNX2","TRAM2",1
"39007","RUNX2","CEBPA",-1
"39008","RUNX2","ODAM",1
"39009","RUNX3","RUNX2",-1
"39010","RUNX3","EOMES",1
"39011","RUNX3","IHH",1
"39012","RUNX3","ITGB2",-1
"39013","RUNX3","CXCL8",-1
"39014","RXRA","HIF1A",1
"39015","RXRA","CTNNB1",-1
"39016","RXRA","PLAU",1
"39017","RXRA","APOA1",1
"39018","RXRA","ACOX1",1
"39019","RXRA","LPL",1
"39020","RXRA","IER3",1
"39021","RXRA","GCK",1
"39022","RXRA","APOC2",1
"39023","RXRA","CCNE1",1
"39024","RXRA","SCARB1",1
"39025","RXRA","PSG5",1
"39026","RXRA","ESR1",1
"39027","RXRA","HSP90AB1",-1
"39028","RXRA","APP",1
"39029","RXRA","SCP2",1
"39030","RXRA","LIPE",1
"39031","RXRA","CHAT",1
"39032","RXRA","ACACB",-1
"39033","RXRA","CYP26A1",1
"39034","RXRA","SEMA6B",1
"39035","RXRA","IL4",1
"39036","RXRA","HSD11B1",-1
"39037","RXRA","CYP4F12",-1
"39038","RXRG","PIAS3",1
"39039","SATB1","MAF",1
"39040","SATB1","IL13",1
"39041","SATB1","NANOG",1
"39042","SATB1","CTNNB1",1
"39043","SATB2","NANOG",1
"39044","SATB2","HOXA2",-1
"39045","SATB2","SLC18A3",1
"39046","SATB2","CHAT",1
"39047","SCX","TNMD",1
"39048","SCX","SPP1",1
"39049","SCX","TF",1
"39050","SFPQ","PGR",-1
"39051","SFPQ","NR3C1",1
"39052","SFPQ","HDAC2",1
"39053","SFPQ","PTGS2",1
"39054","SFPQ","PTPRC",-1
"39055","SIM1","OXT",1
"39056","SIM2","MYOM2",1
"39057","SIM2","HIF1A",-1
"39058","SIX1","CCNA1",1
"39059","SIX1","BMP4",1
"39060","SIX1","FGF10",1
"39061","SIX3","NODAL",-1
"39062","SIX3","EMX1",-1
"39063","SIX3","PAX2",1
"39064","SIX4","MYOD1",1
"39065","SIX4","PAX3",1
"39066","SIX4","GDNF",1
"39067","SIX4","SCX",-1
"39068","SIX4","MYF6",1
"39069","SIX5","IGFBP5",1
"39070","SMAD1","CCN2",1
"39071","SMAD1","SP7",1
"39072","SMAD1","JUNB",1
"39073","SMAD1","GATA2",1
"39074","SMAD1","CDKN1B",1
"39075","SMAD1","BCL2L1",1
"39076","SMAD1","ALPL",1
"39077","SMAD1","FSHB",1
"39078","SMAD1","ACVRL1",1
"39079","SMAD2","SMAD4",1
"39080","SMAD2","AGTR1",1
"39081","SMAD2","SNAI2",1
"39082","SMAD2","THBS1",1
"39083","SMAD2","ACTG2",1
"39084","SMAD2","IL1B",-1
"39085","SMAD2","COL2A1",1
"39086","SMAD2","XIAP",-1
"39087","SMAD2","MUC4",1
"39088","SMAD2","PITX2",-1
"39089","SMAD2","TIMP1",-1
"39090","SMAD2","ATF3",1
"39091","SMAD2","BAX",-1
"39092","SMAD2","BGLAP",-1
"39093","SMAD2","FOXC1",-1
"39094","SMAD2","ALPP",1
"39095","SMAD2","INS",1
"39096","SMAD2","KRT16",-1
"39097","SMAD2","BIRC5",1
"39098","SMAD2","COL3A1",-1
"39099","SMAD2","PIAS4",1
"39100","SMAD2","PTK2",1
"39101","SMAD2","RHOB",1
"39102","SMAD2","PSMD9",1
"39103","SMAD2","THBS2",1
"39104","SMAD2","FOXP3",1
"39105","SMAD3","FOS",1
"39106","SMAD3","CCND1",1
"39107","SMAD3","SRF",1
"39108","SMAD3","MEF2C",-1
"39109","SMAD3","ESR1",-1
"39110","SMAD3","MYOG",1
"39111","SMAD3","TBX21",-1
"39112","SMAD3","CIITA",-1
"39113","SMAD3","TNF",-1
"39114","SMAD3","IL1B",-1
"39115","SMAD3","CREB1",1
"39116","SMAD3","CDKN2A",1
"39117","SMAD3","BAX",-1
"39118","SMAD3","COL2A1",1
"39119","SMAD3","XIAP",-1
"39120","SMAD3","F12",1
"39121","SMAD3","AGTR1",1
"39122","SMAD3","PSMD9",1
"39123","SMAD3","STAT4",-1
"39124","SMAD3","THBS2",1
"39125","SMAD3","RHOB",1
"39126","SMAD3","GREM1",1
"39127","SMAD3","BIRC5",1
"39128","SMAD3","IL17A",-1
"39129","SMAD3","ELN",1
"39130","SMAD3","MMP2",1
"39131","SMAD3","OCLN",-1
"39132","SMAD3","CCL21",1
"39133","SMAD3","HOXB1",1
"39134","SMAD3","CLDN3",-1
"39135","SMAD3","CDKN1B",1
"39136","SMAD3","JAG1",1
"39137","SMAD4","MSTN",1
"39138","SMAD4","CREB1",1
"39139","SMAD4","CCND1",1
"39140","SMAD4","AR",-1
"39141","SMAD4","XIAP",-1
"39142","SMAD4","BCL2L11",1
"39143","SMAD4","CDH3",1
"39144","SMAD4","COL1A1",1
"39145","SMAD4","LEP",1
"39146","SMAD4","MMP2",1
"39147","SMAD4","CSN2",1
"39148","SMAD4","BAX",1
"39149","SMAD4","CLDN3",-1
"39150","SMAD4","SP7",1
"39151","SMAD4","ESR1",1
"39152","SMAD4","PAX3",1
"39153","SMAD4","PSMD9",1
"39154","SMAD4","SOX9",1
"39155","SMAD4","SPARC",-1
"39156","SMAD4","THBS2",1
"39157","SMAD4","AGTR1",1
"39158","SMAD4","FOXD3",1
"39159","SMAD4","OCLN",-1
"39160","SMAD4","BMP4",1
"39161","SMAD4","MDM2",1
"39162","SMAD5","RUNX2",1
"39163","SMAD5","SMAD7",1
"39164","SMAD5","TP53",1
"39165","SMAD5","BIRC5",-1
"39166","SMAD5","SP7",1
"39167","SMAD5","CDKN1A",1
"39168","SMAD5","ALPL",1
"39169","SMAD5","BGLAP",1
"39170","SMAD5","GATA2",1
"39171","SMAD5","HMOX1",1
"39172","SMAD5","CDKN1B",1
"39173","SMAD6","WDR5",-1
"39174","SMAD6","PCK2",-1
"39175","SMAD6","COL10A1",-1
"39176","SMAD6","TNFRSF11B",-1
"39177","SMAD6","RB1",-1
"39178","SMAD6","TBX6",1
"39179","SMAD6","CDKN1A",-1
"39180","SMAD6","PROC",-1
"39181","SMAD6","PROM1",-1
"39182","SMAD6","ESX1",-1
"39183","SMAD6","FOXD1",1
"39184","SMAD7","MMP2",1
"39185","SMAD7","CDH2",-1
"39186","SMAD7","ACTG2",1
"39187","SMAD7","BCL2L11",1
"39188","SMAD7","PMEPA1",-1
"39189","SMAD7","MEN1",-1
"39190","SMAD7","TIMP2",1
"39191","SMAD7","MAFA",-1
"39192","SMAD7","E2F1",-1
"39193","SMAD7","MMP9",-1
"39194","SMAD7","TBXT",1
"39195","SMAD7","TGFB2",-1
"39196","SMAD7","CHRD",1
"39197","SMAD7","PROM1",-1
"39198","SMAD9","ID1",1
"39199","SMAD9","BGLAP",1
"39200","SMARCC1","KLF1",1
"39201","SMARCC1","RAB18",1
"39202","SMARCC2","KLF1",1
"39203","SNAI1","COL2A1",1
"39204","SNAI1","PA2G4",-1
"39205","SNAI2","TCF15",-1
"39206","SNAI2","ACAN",-1
"39207","SNAI2","COL2A1",-1
"39208","SOX1","PAX6",1
"39209","SOX1","NEUROG1",1
"39210","SOX10","NKX2-2",1
"39211","SOX10","COL2A1",1
"39212","SOX10","L1CAM",1
"39213","SOX11","PLAGL1",-1
"39214","SOX14","MICAL1",1
"39215","SOX17","COL2A1",1
"39216","SOX17","ACAN",1
"39217","SOX17","TUBB3",1
"39218","SOX2","NOTCH1",1
"39219","SOX2","ZIC3",1
"39220","SOX3","SOX2",1
"39221","SOX2","SOX3",-1
"39222","SOX2","NCAM1",-1
"39223","SOX3","POU5F1",-1
"39224","SOX3","GMNN",1
"39225","SOX3","LMX1B",-1
"39226","SOX4","IGLL1",1
"39227","SOX5","ST6GAL2",1
"39228","SOX6","BCL2L1",1
"39229","SOX6","PTHLH",1
"39230","SOX9","GLI2",1
"39231","SOX9","FGF9",1
"39232","SOX9","NEUROG3",1
"39233","SOX9","PHEX",1
"39234","SOX9","DMBT1",1
"39235","SOX9","BCL2",1
"39236","SOX9","CDH5",1
"39237","SOX9","GAS7",1
"39238","SOX9","LXN",1
"39239","SP1","GATA6",1
"39240","SP1","GATA1",1
"39241","SP1","NANOG",1
"39242","SP1","JAM2",1
"39243","SP1","GATA4",1
"39244","SP1","EEF1A1",1
"39245","SP1","REN",1
"39246","SP1","MB",1
"39247","SP1","MECP2",1
"39248","SP1","NTF4",1
"39249","SP1","CYGB",1
"39250","SP1","COL5A3",1
"39251","SP1","MCAM",1
"39252","SP1","H3-3A",1
"39253","SP1","HTR7",1
"39254","SP1","MTTP",-1
"39255","SP1","ECM1",1
"39256","SP1","CES3",1
"39257","SP1","SLC1A5",1
"39258","SP1","PMEPA1",-1
"39259","SP1","IGFBP7",1
"39260","SP1","GUCY1A1",1
"39261","SP1","NFATC2",1
"39262","SP1","CD248",1
"39263","SP1","PLAAT1",1
"39264","SP1","TPM2",1
"39265","SP1","EXO1",1
"39266","SP1","PRKCD",1
"39267","SP1","HHEX",1
"39268","SP1","CCKBR",1
"39269","SP1","MGP",1
"39270","SP1","ACP5",1
"39271","SP1","ADH1B",1
"39272","SP1","ACSBG1",1
"39273","SP1","ADAMTS16",1
"39274","SP1","ALMS1",1
"39275","SP1","OPRD1",1
"39276","SP2","CTSL",1
"39277","SP2","NFATC2",1
"39278","SP3","REN",1
"39279","SP3","TFRC",1
"39280","SP3","SPARC",1
"39281","SP3","WT1",1
"39282","SP3","HTR7",1
"39283","SP3","GATA1",1
"39284","SP3","HHEX",1
"39285","SP3","ITGA11",1
"39286","SP3","PLAAT1",1
"39287","SP3","AOX1",1
"39288","SP3","DNM1",1
"39289","SP3","NANOG",1
"39290","SP3","CALM1",-1
"39291","SP3","MGP",-1
"39292","SP3","BAX",-1
"39293","SP7","CD34",1
"39294","SP7","GATA1",1
"39295","SP7","FMOD",1
"39296","SP8","PAX6",1
"39297","SPI1","IL13",-1
"39298","SPI1","ITGB5",-1
"39299","SPI1","HES1",-1
"39300","SPI1","THPO",1
"39301","SPI1","KIT",1
"39302","SPI1","CYBA",1
"39303","SPI1","IGHMBP2",1
"39304","SPI1","HLA-DQB1",-1
"39305","SPI1","LMO2",1
"39306","SPI1","FCER2",1
"39307","SPIC","MMP12",1
"39308","SPIC","CD5L",1
"39309","SREBF1","MLXIPL",1
"39310","SREBF1","ABCD2",1
"39311","SREBF1","LIPE",1
"39312","SREBF1","LIPC",1
"39313","SREBF1","MVK",1
"39314","SREBF1","GNAI2",1
"39315","SREBF1","DLK1",-1
"39316","SREBF1","PGD",1
"39317","SREBF1","HSD17B7",1
"39318","SREBF1","SSTR1",1
"39319","SREBF1","CYP7B1",1
"39320","SREBF1","ELOVL7",1
"39321","SREBF1","PTEN",1
"39322","SREBF1","ACSL5",1
"39323","SREBF1","WNT10B",-1
"39324","SREBF1","SLC27A5",1
"39325","SREBF1","GOT2",1
"39326","SREBF1","SLC27A2",1
"39327","SREBF1","CD36",1
"39328","SREBF2","NR1H2",1
"39329","SRF","TIMP3",-1
"39330","SRF","CDH1",1
"39331","SRF","MYH7",1
"39332","SRF","CTNNB1",-1
"39333","SRF","CPT1B",1
"39334","SRF","ACTG1",1
"39335","SRF","KLF2",1
"39336","SRF","CCND1",1
"39337","SRF","MYC",1
"39338","SRF","BIRC5",1
"39339","SRY","CBLN4",1
"39340","SRY","MSH4",1
"39341","SRY","DAZ1",1
"39342","SSRP1","HBE1",1
"39343","SSRP1","EGR1",1
"39344","STAT1","FASLG",1
"39345","STAT1","HLA-A",1
"39346","STAT1","MCL1",1
"39347","STAT1","CASP3",1
"39348","STAT1","TP53BP1",1
"39349","STAT1","RHOA",1
"39350","STAT1","CLU",1
"39351","STAT1","CASP2",1
"39352","STAT1","ABCA1",1
"39353","STAT1","CD274",1
"39354","STAT1","CCL11",-1
"39355","STAT1","CCL1",1
"39356","STAT1","CCL8",1
"39357","STAT1","SERPINB4",1
"39358","STAT1","HMGB1",-1
"39359","STAT1","CD14",1
"39360","STAT1","ADAMTS4",1
"39361","STAT1","NCL",1
"39362","STAT1","PTN",1
"39363","STAT1","CD36",1
"39364","STAT1","CD69",1
"39365","STAT1","SOCS2",1
"39366","STAT1","HSPB1",1
"39367","STAT1","MMP7",1
"39368","STAT1","HSPG2",1
"39369","STAT1","ZFP36",1
"39370","STAT1","SERPINB3",1
"39371","STAT1","CH25H",1
"39372","STAT1","DEFB4B",1
"39373","STAT1","MAP1LC3B",1
"39374","STAT2","IGF2",1
"39375","STAT2","HGF",1
"39376","STAT2","MCL1",1
"39377","STAT3","ABCA3",1
"39378","STAT3","APEX1",1
"39379","STAT3","NOTCH3",1
"39380","STAT3","GSK3B",-1
"39381","STAT3","FN1",1
"39382","STAT3","PLA2G2A",1
"39383","STAT3","WNT5A",1
"39384","STAT3","MMP13",1
"39385","STAT3","APOA4",1
"39386","STAT3","SOX2",1
"39387","STAT3","MET",1
"39388","STAT3","IL7",1
"39389","STAT3","IGF2",1
"39390","STAT3","RALGDS",1
"39391","STAT3","APP",1
"39392","STAT3","CST3",-1
"39393","STAT3","ETV3",1
"39394","STAT3","RORC",1
"39395","STAT3","TFF3",1
"39396","STAT3","BAX",1
"39397","STAT3","CD9",1
"39398","STAT3","HRAS",1
"39399","STAT3","CDH2",1
"39400","STAT3","CCL1",1
"39401","STAT3","SBNO2",1
"39402","STAT3","CCL8",1
"39403","STAT3","REG3A",1
"39404","STAT3","ADAMTS4",1
"39405","STAT3","ACOX1",-1
"39406","STAT3","ITGAM",1
"39407","STAT3","HMGB1",-1
"39408","STAT3","RGCC",1
"39409","STAT3","ACACA",1
"39410","STAT3","PAX2",1
"39411","STAT3","NKX2-5",1
"39412","STAT3","IRAK3",1
"39413","STAT3","RHO",-1
"39414","STAT3","CYBB",1
"39415","STAT3","ITGB2",1
"39416","STAT3","TF",1
"39417","STAT3","KRT13",1
"39418","STAT3","PIM3",1
"39419","STAT3","ACTG2",1
"39420","STAT3","ENO2",1
"39421","STAT3","CXCL10",1
"39422","STAT3","TSPO",1
"39423","STAT3","C4BPB",1
"39424","STAT3","SLC18A3",1
"39425","STAT3","TLR9",1
"39426","STAT3","GABPA",1
"39427","STAT3","LCN2",1
"39428","STAT3","GATA4",1
"39429","STAT3","TRPC6",1
"39430","STAT3","EED",1
"39431","STAT3","KLF4",1
"39432","STAT3","SERPINB6",1
"39433","STAT3","FASN",1
"39434","STAT3","APCS",1
"39435","STAT3","CCR5",1
"39436","STAT3","PPARGC1A",-1
"39437","STAT3","POU5F1",1
"39438","STAT3","SFRP4",1
"39439","STAT3","SLC2A2",1
"39440","STAT3","RPAP1",1
"39441","STAT3","XAF1",1
"39442","STAT3","NOTCH1",1
"39443","STAT3","CHAT",1
"39444","STAT3","TLR4",1
"39445","STAT3","FZD1",1
"39446","STAT3","SCGB3A1",1
"39447","STAT4","CD8A",1
"39448","STAT4","IL12RB2",1
"39449","STAT4","NOS2",1
"39450","STAT4","IL13",1
"39451","STAT4","IL17A",1
"39452","STAT5A","CEBPA",1
"39453","STAT5A","MAPK8",1
"39454","STAT5A","MYC",1
"39455","STAT5A","CCL1",1
"39456","STAT5A","CCL8",1
"39457","STAT5A","PTTG1",1
"39458","STAT5A","NR3C2",-1
"39459","STAT5A","SCGB3A1",1
"39460","STAT5B","FGF2",1
"39461","STAT5B","CYP8B1",1
"39462","STAT5B","CD4",1
"39463","STAT5B","HSPB1",1
"39464","STAT5B","AKR1C1",1
"39465","STAT5B","SERPINB6",1
"39466","STAT6","IL13RA2",1
"39467","STAT6","IRS2",1
"39468","STAT6","IGF1",1
"39469","STAT6","CD4",1
"39470","STAT6","CD86",1
"39471","STAT6","CCR8",1
"39472","STAT6","CCR4",1
"39473","STAT6","TNFSF13",1
"39474","STAT6","PDCD1LG2",1
"39475","STAT6","TNFRSF11B",1
"39476","STAT6","SERPINB4",1
"39477","STAT6","TNFRSF8",1
"39478","STAT6","SLC6A3",1
"39479","STAT6","SERPINB3",1
"39480","TAF1","HLA-A",1
"39481","TAF1","DRD2",-1
"39482","TAF1","CDKN1B",1
"39483","TAL1","CD4",-1
"39484","TAL1","STIL",1
"39485","TAL1","HEY2",1
"39486","TBP","USF1",1
"39487","TBP","TFRC",1
"39488","TBP","IBSP",-1
"39489","TBP","LRP2",1
"39490","TBX1","FGF10",1
"39491","TBX1","TLX1",1
"39492","TBX1","SOX9",1
"39493","TBX2","SRF",1
"39494","TBX3","SP7",-1
"39495","TBX3","ONECUT1",-1
"39496","TBX3","HNF1B",-1
"39497","TBX3","BGLAP",-1
"39498","TBX3","IBSP",-1
"39499","TBX3","RUNX2",-1
"39500","TBX5","SALL4",1
"39501","TBX5","SHOX2",1
"39502","TCF15","PAX3",1
"39503","TCF15","MKX",1
"39504","TCF15","NKX3-1",1
"39505","TCF15","NKX3-2",1
"39506","TCF3","CR1",1
"39507","TCF3","MYOG",1
"39508","TCF3","TBX3",-1
"39509","TCF3","ESRRB",-1
"39510","TCF3","TLE2",1
"39511","TCF3","TCL1A",-1
"39512","TCF4","CDX2",1
"39513","TCF4","CLDN7",-1
"39514","TCF4","APC",1
"39515","TCF4","ENC1",1
"39516","TCF4","CDH1",1
"39517","TCF4","BAMBI",-1
"39518","TCF4","LEP",1
"39519","TCF4","CLDN2",1
"39520","TCF4","CFTR",1
"39521","TCF4","IL2RA",-1
"39522","TCF4","TF",1
"39523","TCF4","SF1",1
"39524","TCF4","CD24",1
"39525","TCF4","SRSF3",1
"39526","TCF4","GLCE",1
"39527","TCF4","SNCG",1
"39528","TCF4","BEST1",1
"39529","TCF4","ID2",-1
"39530","TCF7L2","GCG",1
"39531","TEAD1","CSH2",-1
"39532","TEAD1","CCL5",1
"39533","TEAD2","PAX3",1
"39534","TEAD4","CDX2",1
"39535","TEAD4","MYH7",1
"39536","TEAD4","PPP1CB",1
"39537","TEF","LMO2",1
"39538","TFAM","ACADM",1
"39539","TFAM","UCP1",1
"39540","TFAP2A","OPRD1",1
"39541","TFAP2A","COL2A1",-1
"39542","TFAP2A","GNRH1",1
"39543","TFAP2A","SOX9",1
"39544","TFAP2A","SOD1",1
"39545","TFAP2A","COL10A1",-1
"39546","TFAP2B","MMP2",1
"39547","TFAP2C","RERG",1
"39548","TFAP2C","TFF1",1
"39549","TFAP2C","MYB",1
"39550","TFCP2","SAA1",1
"39551","TFCP2","GART",1
"39552","TFCP2","CYP2F1",1
"39553","TFDP2","PCNA",1
"39554","TFDP2","RFC3",1
"39555","TFE3","TYR",1
"39556","TFE3","SP1",1
"39557","TGIF1","ACTG2",-1
"39558","TGIF1","NODAL",1
"39559","TGIF1","ELN",-1
"39560","THRA","THRB",-1
"39561","THRA","SLC4A1",-1
"39562","THRA","SLC6A1",1
"39563","THRA","ABCD2",1
"39564","THRA","MGP",1
"39565","THRA","NTRK2",1
"39566","THRA","PDE3A",-1
"39567","THRA","PCNA",-1
"39568","THRA","HOXD1",-1
"39569","THRA","NR3C1",1
"39570","THRA","RARB",-1
"39571","THRA","FN1",1
"39572","THRA","NOX1",-1
"39573","THRB","HIF1A",1
"39574","THRB","UCP1",1
"39575","THRB","OPN1MW",1
"39576","THRB","CREB1",-1
"39577","THRB","FN1",1
"39578","THRB","PTGDS",1
"39579","THRB","PIAS3",1
"39580","THRB","LDLR",1
"39581","THRB","APOC2",1
"39582","THRB","PFKP",1
"39583","THRB","SLC2A1",1
"39584","TLX1","GDNF",1
"39585","TLX1","CHEK1",-1
"39586","TP53","TNFRSF1A",1
"39587","TP53","FNBP4",1
"39588","TP53","EPHB4",-1
"39589","TP53","RCHY1",1
"39590","TP53","BCL2L11",-1
"39591","TP53","HSPA1A",-1
"39592","TP53","ZMAT3",1
"39593","TP53","TTK",-1
"39594","TP53","VRK1",-1
"39595","TP53","WT1",1
"39596","TP53","ICAM1",1
"39597","TP53","BNIP3L",1
"39598","TP53","RPRM",1
"39599","TP53","UNC5B",1
"39600","TP53","NFKBIA",1
"39601","TP53","E4F1",1
"39602","TP53","STEAP3",1
"39603","TP53","BMP7",1
"39604","TP53","PYCR1",1
"39605","TP53","ECT2",-1
"39606","TP53","SP7",-1
"39607","TP53","DDIT4",1
"39608","TP53","PTGDS",-1
"39609","TP53","ADCYAP1R1",1
"39610","TP53","ASAH1",1
"39611","TP53","SMPD4",-1
"39612","TP53","BMP4",1
"39613","TP53","RNF144B",1
"39614","TP53","GLIPR1",1
"39615","TP53","CLU",1
"39616","TP53","CCN1",1
"39617","TP53","IL15",1
"39618","TP53","ADAMTSL1",1
"39619","TP53","POLL",1
"39620","TP53","NR2C1",-1
"39621","TP53","MMP7",1
"39622","TP53","KITLG",1
"39623","TP53","GSTA1",-1
"39624","TP53","KIT",1
"39625","TP53","PCBP4",1
"39626","TP53","CYP1A1",1
"39627","TP53","THRA",1
"39628","TP53","ABI3BP",1
"39629","TP53","KRT10",-1
"39630","TP53","HLA-A",1
"39631","TP53","IGHM",1
"39632","TP53","NEDD1",1
"39633","TP53","KIF2C",-1
"39634","TP53","HMMR",-1
"39635","TP53","BMP2",1
"39636","TP53","PRDM2",-1
"39637","TP53","P2RX6",1
"39638","TP53","FOXP3",1
"39639","TP53","KRT19",-1
"39640","TP53","CXADR",-1
"39641","TP53","E2F5",-1
"39642","TP53","SLC29A1",1
"39643","TP53","CALD1",1
"39644","TP53","CTSK",1
"39645","TP53","TRPM1",-1
"39646","TP53","CHMP4C",1
"39647","TP53","MDK",1
"39648","TP53","B2M",1
"39649","TP53","TGM1",-1
"39650","TP53","TUBG1",-1
"39651","TP53","SMPD1",1
"39652","TP53","RBMX",1
"39653","TP53","FLG",-1
"39654","TP53","COL4A3",1
"39655","TP53","EGR2",1
"39656","TP53","HDAC2",1
"39657","TP53","TP53TG3E",1
"39658","TP53","ENAH",-1
"39659","TP73","RRM2B",1
"39660","TP73","TP53I3",1
"39661","TP73","FGF2",1
"39662","TP73","PDGFB",1
"39663","TP73","BID",1
"39664","TP73","FOSL1",1
"39665","TP73","STMN1",-1
"39666","TP73","HSF1",1
"39667","TP73","NCAM1",1
"39668","TP73","PLPP1",1
"39669","TP73","IRF5",1
"39670","TP73","KCNQ1",1
"39671","TRERF1","CCR5",-1
"39672","TRPS1","CCND1",1
"39673","TRPS1","EXT1",1
"39674","TWIST1","ACAN",-1
"39675","TWIST1","COL2A1",-1
"39676","TWIST1","EPHA4",1
"39677","TWIST1","TBX20",1
"39678","TWIST1","CDH11",1
"39679","TWIST1","VEGFA",1
"39680","TWIST2","RELA",-1
"39681","UBP1","CYP2A6",1
"39682","USF1","HAMP",1
"39683","USF1","LIPE",1
"39684","USF1","TFAP4",1
"39685","USF1","SFTPA1",1
"39686","USF1","OSCAR",1
"39687","USF2","REN",1
"39688","USF2","THRSP",1
"39689","USF2","PPARA",1
"39690","VAX1","PAX6",-1
"39691","VAX2","PAX6",-1
"39692","VAX2","ALDH1A3",1
"39693","VDR","IVL",1
"39694","VDR","PPARD",1
"39695","VDR","BRCA1",1
"39696","VDR","TNFRSF11B",1
"39697","VDR","PTEN",1
"39698","VDR","IER3",1
"39699","VDR","AGT",-1
"39700","VDR","PLCG1",1
"39701","VDR","MYC",-1
"39702","VDR","CCL2",1
"39703","VDR","TSLP",1
"39704","VDR","HSP90AB1",-1
"39705","VDR","AGTR1",-1
"39706","VDR","GZMA",1
"39707","VDR","SLC46A1",1
"39708","VDR","FOLH1",-1
"39709","VDR","KL",1
"39710","VDR","CCR10",1
"39711","VDR","ARG1",1
"39712","VDR","HDAC3",1
"39713","VDR","HRH1",1
"39714","VDR","ATP6AP2",-1
"39715","VDR","LRP5",1
"39716","VDR","DEFB4B",1
"39717","WT1","NES",1
"39718","WT1","SNURF",1
"39719","WT1","FASN",-1
"39720","WT1","ITGA4",1
"39721","WT1","FGF8",1
"39722","WT1","CNOT9",1
"39723","WT1","ZYX",-1
"39724","WT1","GNAI1",-1
"39725","WT1","MDM2",-1
"39726","XBP1","IGF1",1
"39727","YBX1","ACTB",1
"39728","YBX1","CSF2",-1
"39729","YBX1","COL1A1",-1
"39730","YBX3","VEGFC",-1
"39731","YBX3","VEGFA",-1
"39732","YY1","CREB1",-1
"39733","YY1","CD4",-1
"39734","YY1","HBG1",1
"39735","YY1","CEBPD",1
"39736","YY1","ATP5F1A",1
"39737","YY1","DNM1",1
"39738","YY1","TLN2",-1
"39739","YY1","HOXD4",-1
"39740","ZBED1","SSBP1",1
"39741","ZBED1","EIF4A1",1
"39742","ZBTB16","RUNX2",1
"39743","ZBTB16","COL1A1",1
"39744","ZBTB16","BGLAP",-1
"39745","ZBTB17","ESR1",-1
"39746","ZBTB17","CD44",1
"39747","ZBTB17","TFF1",-1
"39748","ZBTB17","EFNB2",1
"39749","ZBTB18","MAP2",1
"39750","ZBTB32","BGLAP",1
"39751","ZBTB32","RUNX2",1
"39752","ZBTB38","TH",1
"39753","ZBTB7A","SREBF1",1
"39754","ZBTB7A","SELE",1
"39755","ZBTB7B","COL2A1",1
"39756","ZEB1","IHH",-1
"39757","ZEB1","ATP1A1",1
"39758","ZEB1","COL1A1",-1
"39759","ZEB1","CDK2",1
"39760","ZEB1","CDK4",1
"39761","ZEB1","GJA1",-1
"39762","ZEB2","ALPL",-1
"39763","ZEB2","FN1",1
"39764","ZFAT","GATA1",1
"39765","ZFAT","TAL1",1
"39766","ZFHX3","NEUROD1",1
"39767","ZFHX3","MYOD1",-1
"39768","ZFHX3","MYOG",-1
"39769","ZFHX3","NES",-1
"39770","ZFHX3","CCND1",-1
"39771","ZFPM1","NFE2",1
"39772","ZFPM2","ATP2A2",-1
"39773","ZFPM2","SOX9",1
"39774","ZHX2","GPC3",-1
"39775","ZIC1","CYP26A1",1
"39776","ZIC1","WNT8B",1
"39777","ZIC1","WNT4",1
"39778","ZIC1","WNT1",1
